ID,Region/Country/Area,Year,Series,Value,Footnotes
442,Luxembourg,2005,Life expectancy at birth for males (years),75.1,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2005,Life expectancy at birth for females (years),81.4,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2010,Population annual rate of increase (percent),2.1,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2010,Total fertility rate (children per women),1.6,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2010,"Infant mortality for both sexes (per 1,000 live births)",2.3,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2010,"Maternal mortality ratio (deaths per 100,000 population)",11,
442,Luxembourg,2010,Life expectancy at birth for both sexes (years),79.5,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2010,Life expectancy at birth for males (years),76.7,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2010,Life expectancy at birth for females (years),82.2,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2015,Population annual rate of increase (percent),2.2,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2015,Total fertility rate (children per women),1.5,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2015,"Infant mortality for both sexes (per 1,000 live births)",3.4,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2015,"Maternal mortality ratio (deaths per 100,000 population)",10,
442,Luxembourg,2015,Life expectancy at birth for both sexes (years),81.1,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2015,Life expectancy at birth for males (years),78.8,Data refers to a 5-year period preceding the reference year.
442,Luxembourg,2015,Life expectancy at birth for females (years),83.5,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2005,Population annual rate of increase (percent),3,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2005,Total fertility rate (children per women),5.3,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2005,"Infant mortality for both sexes (per 1,000 live births)",58,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2005,"Maternal mortality ratio (deaths per 100,000 population)",508,
450,Madagascar,2005,Life expectancy at birth for both sexes (years),60,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2005,Life expectancy at birth for males (years),58.8,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2005,Life expectancy at birth for females (years),61.3,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2010,Population annual rate of increase (percent),2.9,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2010,Total fertility rate (children per women),4.8,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2010,"Infant mortality for both sexes (per 1,000 live births)",45.5,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2010,"Maternal mortality ratio (deaths per 100,000 population)",436,
450,Madagascar,2010,Life expectancy at birth for both sexes (years),62.2,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2010,Life expectancy at birth for males (years),60.8,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2010,Life expectancy at birth for females (years),63.7,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2015,Population annual rate of increase (percent),2.7,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2015,Total fertility rate (children per women),4.4,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2015,"Infant mortality for both sexes (per 1,000 live births)",36.8,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2015,"Maternal mortality ratio (deaths per 100,000 population)",353,
450,Madagascar,2015,Life expectancy at birth for both sexes (years),64.5,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2015,Life expectancy at birth for males (years),63,Data refers to a 5-year period preceding the reference year.
450,Madagascar,2015,Life expectancy at birth for females (years),66,Data refers to a 5-year period preceding the reference year.
454,Malawi,2005,Population annual rate of increase (percent),2.7,Data refers to a 5-year period preceding the reference year.
454,Malawi,2005,Total fertility rate (children per women),6,Data refers to a 5-year period preceding the reference year.
454,Malawi,2005,"Infant mortality for both sexes (per 1,000 live births)",99.1,Data refers to a 5-year period preceding the reference year.
454,Malawi,2005,"Maternal mortality ratio (deaths per 100,000 population)",648,
454,Malawi,2005,Life expectancy at birth for both sexes (years),47.3,Data refers to a 5-year period preceding the reference year.
454,Malawi,2005,Life expectancy at birth for males (years),45.7,Data refers to a 5-year period preceding the reference year.
454,Malawi,2005,Life expectancy at birth for females (years),48.9,Data refers to a 5-year period preceding the reference year.
454,Malawi,2010,Population annual rate of increase (percent),3,Data refers to a 5-year period preceding the reference year.
454,Malawi,2010,Total fertility rate (children per women),5.7,Data refers to a 5-year period preceding the reference year.
454,Malawi,2010,"Infant mortality for both sexes (per 1,000 live births)",79.7,Data refers to a 5-year period preceding the reference year.
454,Malawi,2010,"Maternal mortality ratio (deaths per 100,000 population)",629,
454,Malawi,2010,Life expectancy at birth for both sexes (years),53.4,Data refers to a 5-year period preceding the reference year.
454,Malawi,2010,Life expectancy at birth for males (years),51.5,Data refers to a 5-year period preceding the reference year.
454,Malawi,2010,Life expectancy at birth for females (years),55.2,Data refers to a 5-year period preceding the reference year.
454,Malawi,2015,Population annual rate of increase (percent),2.9,Data refers to a 5-year period preceding the reference year.
454,Malawi,2015,Total fertility rate (children per women),4.9,Data refers to a 5-year period preceding the reference year.
454,Malawi,2015,"Infant mortality for both sexes (per 1,000 live births)",66.5,Data refers to a 5-year period preceding the reference year.
454,Malawi,2015,"Maternal mortality ratio (deaths per 100,000 population)",634,
454,Malawi,2015,Life expectancy at birth for both sexes (years),60.7,Data refers to a 5-year period preceding the reference year.
454,Malawi,2015,Life expectancy at birth for males (years),58.2,Data refers to a 5-year period preceding the reference year.
454,Malawi,2015,Life expectancy at birth for females (years),63.1,Data refers to a 5-year period preceding the reference year.
458,Malaysia,2005,Population annual rate of increase (percent),2,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2005,Total fertility rate (children per women),2.5,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2005,"Infant mortality for both sexes (per 1,000 live births)",6.8,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2005,"Maternal mortality ratio (deaths per 100,000 population)",52,
458,Malaysia,2005,Life expectancy at birth for both sexes (years),73.2,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2005,Life expectancy at birth for males (years),71.2,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2005,Life expectancy at birth for females (years),75.4,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2010,Population annual rate of increase (percent),1.8,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2010,Total fertility rate (children per women),2.2,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2010,"Infant mortality for both sexes (per 1,000 live births)",6.8,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2010,"Maternal mortality ratio (deaths per 100,000 population)",48,
458,Malaysia,2010,Life expectancy at birth for both sexes (years),73.7,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2010,Life expectancy at birth for males (years),71.6,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2010,Life expectancy at birth for females (years),76.1,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2015,Population annual rate of increase (percent),1.8,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2015,Total fertility rate (children per women),2.1,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2015,"Infant mortality for both sexes (per 1,000 live births)",6.5,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2015,"Maternal mortality ratio (deaths per 100,000 population)",40,
458,Malaysia,2015,Life expectancy at birth for both sexes (years),74.7,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2015,Life expectancy at birth for males (years),72.6,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
458,Malaysia,2015,Life expectancy at birth for females (years),77.1,Data refers to a 5-year period preceding the reference year.;Including Sabah and Sarawak.
462,Maldives,2005,Population annual rate of increase (percent),2.6,Data refers to a 5-year period preceding the reference year.
462,Maldives,2005,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
462,Maldives,2005,"Infant mortality for both sexes (per 1,000 live births)",26.7,Data refers to a 5-year period preceding the reference year.
462,Maldives,2005,"Maternal mortality ratio (deaths per 100,000 population)",101,
462,Maldives,2005,Life expectancy at birth for both sexes (years),72.1,Data refers to a 5-year period preceding the reference year.
462,Maldives,2005,Life expectancy at birth for males (years),71.1,Data refers to a 5-year period preceding the reference year.
462,Maldives,2005,Life expectancy at birth for females (years),73.9,Data refers to a 5-year period preceding the reference year.
462,Maldives,2010,Population annual rate of increase (percent),2.7,Data refers to a 5-year period preceding the reference year.
462,Maldives,2010,Total fertility rate (children per women),2.3,Data refers to a 5-year period preceding the reference year.
462,Maldives,2010,"Infant mortality for both sexes (per 1,000 live births)",14.8,Data refers to a 5-year period preceding the reference year.
462,Maldives,2010,"Maternal mortality ratio (deaths per 100,000 population)",87,
462,Maldives,2010,Life expectancy at birth for both sexes (years),75.6,Data refers to a 5-year period preceding the reference year.
462,Maldives,2010,Life expectancy at birth for males (years),74.6,Data refers to a 5-year period preceding the reference year.
462,Maldives,2010,Life expectancy at birth for females (years),76.8,Data refers to a 5-year period preceding the reference year.
462,Maldives,2015,Population annual rate of increase (percent),2.8,Data refers to a 5-year period preceding the reference year.
462,Maldives,2015,Total fertility rate (children per women),2.2,Data refers to a 5-year period preceding the reference year.
462,Maldives,2015,"Infant mortality for both sexes (per 1,000 live births)",9,Data refers to a 5-year period preceding the reference year.
462,Maldives,2015,"Maternal mortality ratio (deaths per 100,000 population)",68,
462,Maldives,2015,Life expectancy at birth for both sexes (years),76.3,Data refers to a 5-year period preceding the reference year.
462,Maldives,2015,Life expectancy at birth for males (years),75.4,Data refers to a 5-year period preceding the reference year.
462,Maldives,2015,Life expectancy at birth for females (years),77.4,Data refers to a 5-year period preceding the reference year.
466,Mali,2005,Population annual rate of increase (percent),3.1,Data refers to a 5-year period preceding the reference year.
466,Mali,2005,Total fertility rate (children per women),6.9,Data refers to a 5-year period preceding the reference year.
466,Mali,2005,"Infant mortality for both sexes (per 1,000 live births)",106.6,Data refers to a 5-year period preceding the reference year.
466,Mali,2005,"Maternal mortality ratio (deaths per 100,000 population)",714,
466,Mali,2005,Life expectancy at birth for both sexes (years),50,Data refers to a 5-year period preceding the reference year.
466,Mali,2005,Life expectancy at birth for males (years),49.3,Data refers to a 5-year period preceding the reference year.
466,Mali,2005,Life expectancy at birth for females (years),50.6,Data refers to a 5-year period preceding the reference year.
466,Mali,2010,Population annual rate of increase (percent),3.3,Data refers to a 5-year period preceding the reference year.
466,Mali,2010,Total fertility rate (children per women),6.7,Data refers to a 5-year period preceding the reference year.
466,Mali,2010,"Infant mortality for both sexes (per 1,000 live births)",89.1,Data refers to a 5-year period preceding the reference year.
466,Mali,2010,"Maternal mortality ratio (deaths per 100,000 population)",630,
466,Mali,2010,Life expectancy at birth for both sexes (years),54,Data refers to a 5-year period preceding the reference year.
466,Mali,2010,Life expectancy at birth for males (years),53.4,Data refers to a 5-year period preceding the reference year.
466,Mali,2010,Life expectancy at birth for females (years),54.7,Data refers to a 5-year period preceding the reference year.
466,Mali,2015,Population annual rate of increase (percent),2.9,Data refers to a 5-year period preceding the reference year.
466,Mali,2015,Total fertility rate (children per women),6.4,Data refers to a 5-year period preceding the reference year.
466,Mali,2015,"Infant mortality for both sexes (per 1,000 live births)",78.5,Data refers to a 5-year period preceding the reference year.
466,Mali,2015,"Maternal mortality ratio (deaths per 100,000 population)",587,
466,Mali,2015,Life expectancy at birth for both sexes (years),56.2,Data refers to a 5-year period preceding the reference year.
466,Mali,2015,Life expectancy at birth for males (years),55.6,Data refers to a 5-year period preceding the reference year.
466,Mali,2015,Life expectancy at birth for females (years),56.9,Data refers to a 5-year period preceding the reference year.
470,Malta,2005,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
470,Malta,2005,Total fertility rate (children per women),1.5,Data refers to a 5-year period preceding the reference year.
470,Malta,2005,"Infant mortality for both sexes (per 1,000 live births)",6.9,Data refers to a 5-year period preceding the reference year.
470,Malta,2005,"Maternal mortality ratio (deaths per 100,000 population)",13,
470,Malta,2005,Life expectancy at birth for both sexes (years),78.5,Data refers to a 5-year period preceding the reference year.
470,Malta,2005,Life expectancy at birth for males (years),76.8,Data refers to a 5-year period preceding the reference year.
470,Malta,2005,Life expectancy at birth for females (years),80.2,Data refers to a 5-year period preceding the reference year.
470,Malta,2010,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
470,Malta,2010,Total fertility rate (children per women),1.4,Data refers to a 5-year period preceding the reference year.
470,Malta,2010,"Infant mortality for both sexes (per 1,000 live births)",5.8,Data refers to a 5-year period preceding the reference year.
470,Malta,2010,"Maternal mortality ratio (deaths per 100,000 population)",11,
470,Malta,2010,Life expectancy at birth for both sexes (years),79.4,Data refers to a 5-year period preceding the reference year.
470,Malta,2010,Life expectancy at birth for males (years),77.7,Data refers to a 5-year period preceding the reference year.
470,Malta,2010,Life expectancy at birth for females (years),81.1,Data refers to a 5-year period preceding the reference year.
470,Malta,2015,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
470,Malta,2015,Total fertility rate (children per women),1.4,Data refers to a 5-year period preceding the reference year.
470,Malta,2015,"Infant mortality for both sexes (per 1,000 live births)",4.8,Data refers to a 5-year period preceding the reference year.
470,Malta,2015,"Maternal mortality ratio (deaths per 100,000 population)",9,
470,Malta,2015,Life expectancy at birth for both sexes (years),80.3,Data refers to a 5-year period preceding the reference year.
470,Malta,2015,Life expectancy at birth for males (years),78.6,Data refers to a 5-year period preceding the reference year.
470,Malta,2015,Life expectancy at birth for females (years),82,Data refers to a 5-year period preceding the reference year.
584,Marshall Islands,2004,Life expectancy at birth for males (years),67,
584,Marshall Islands,2004,Life expectancy at birth for females (years),70.6,
584,Marshall Islands,2005,Population annual rate of increase (percent),0,Data refers to a 5-year period preceding the reference year.
584,Marshall Islands,2010,Population annual rate of increase (percent),0.1,Data refers to a 5-year period preceding the reference year.
584,Marshall Islands,2011,Total fertility rate (children per women),4.1,
584,Marshall Islands,2011,"Infant mortality for both sexes (per 1,000 live births)",25.4,Data refers to a 3-year period up to and including the reference year.
584,Marshall Islands,2011,Life expectancy at birth for both sexes (years),71.8,
584,Marshall Islands,2011,Life expectancy at birth for males (years),71.3,Break in the time series.
584,Marshall Islands,2011,Life expectancy at birth for females (years),72.5,Break in the time series.
584,Marshall Islands,2015,Population annual rate of increase (percent),0.2,Data refers to a 5-year period preceding the reference year.
474,Martinique,2005,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
474,Martinique,2005,Total fertility rate (children per women),1.9,Data refers to a 5-year period preceding the reference year.
474,Martinique,2005,"Infant mortality for both sexes (per 1,000 live births)",8.5,Data refers to a 5-year period preceding the reference year.
474,Martinique,2005,Life expectancy at birth for both sexes (years),78.9,Data refers to a 5-year period preceding the reference year.
474,Martinique,2005,Life expectancy at birth for males (years),75.5,Data refers to a 5-year period preceding the reference year.
474,Martinique,2005,Life expectancy at birth for females (years),82.2,Data refers to a 5-year period preceding the reference year.
474,Martinique,2010,Population annual rate of increase (percent),-0.1,Data refers to a 5-year period preceding the reference year.
474,Martinique,2010,Total fertility rate (children per women),2.1,Data refers to a 5-year period preceding the reference year.
474,Martinique,2010,"Infant mortality for both sexes (per 1,000 live births)",7.6,Data refers to a 5-year period preceding the reference year.
474,Martinique,2010,Life expectancy at birth for both sexes (years),80.1,Data refers to a 5-year period preceding the reference year.
474,Martinique,2010,Life expectancy at birth for males (years),76.7,Data refers to a 5-year period preceding the reference year.
474,Martinique,2010,Life expectancy at birth for females (years),83.2,Data refers to a 5-year period preceding the reference year.
474,Martinique,2015,Population annual rate of increase (percent),-0.5,Data refers to a 5-year period preceding the reference year.
474,Martinique,2015,Total fertility rate (children per women),2,Data refers to a 5-year period preceding the reference year.
474,Martinique,2015,"Infant mortality for both sexes (per 1,000 live births)",6.4,Data refers to a 5-year period preceding the reference year.
474,Martinique,2015,Life expectancy at birth for both sexes (years),81.2,Data refers to a 5-year period preceding the reference year.
474,Martinique,2015,Life expectancy at birth for males (years),77.8,Data refers to a 5-year period preceding the reference year.
474,Martinique,2015,Life expectancy at birth for females (years),84.4,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2005,Population annual rate of increase (percent),2.9,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2005,Total fertility rate (children per women),5.3,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2005,"Infant mortality for both sexes (per 1,000 live births)",75.6,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2005,"Maternal mortality ratio (deaths per 100,000 population)",750,
478,Mauritania,2005,Life expectancy at birth for both sexes (years),60.3,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2005,Life expectancy at birth for males (years),58.6,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2005,Life expectancy at birth for females (years),61.9,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2010,Population annual rate of increase (percent),2.8,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2010,Total fertility rate (children per women),5.1,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2010,"Infant mortality for both sexes (per 1,000 live births)",72.4,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2010,"Maternal mortality ratio (deaths per 100,000 population)",723,
478,Mauritania,2010,Life expectancy at birth for both sexes (years),61.3,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2010,Life expectancy at birth for males (years),59.8,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2010,Life expectancy at birth for females (years),62.9,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2015,Population annual rate of increase (percent),2.9,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2015,Total fertility rate (children per women),4.9,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2015,"Infant mortality for both sexes (per 1,000 live births)",68,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2015,"Maternal mortality ratio (deaths per 100,000 population)",602,
478,Mauritania,2015,Life expectancy at birth for both sexes (years),62.6,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2015,Life expectancy at birth for males (years),61.2,Data refers to a 5-year period preceding the reference year.
478,Mauritania,2015,Life expectancy at birth for females (years),64.1,Data refers to a 5-year period preceding the reference year.
480,Mauritius,2005,Population annual rate of increase (percent),0.6,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2005,Total fertility rate (children per women),1.9,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2005,"Infant mortality for both sexes (per 1,000 live births)",13.4,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2005,"Maternal mortality ratio (deaths per 100,000 population)",39,
480,Mauritius,2005,Life expectancy at birth for both sexes (years),72.1,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2005,Life expectancy at birth for males (years),68.9,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2005,Life expectancy at birth for females (years),75.5,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2010,Population annual rate of increase (percent),0.4,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2010,Total fertility rate (children per women),1.7,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2010,"Infant mortality for both sexes (per 1,000 live births)",13.2,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2010,"Maternal mortality ratio (deaths per 100,000 population)",59,
480,Mauritius,2010,Life expectancy at birth for both sexes (years),72.8,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2010,Life expectancy at birth for males (years),69.4,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2010,Life expectancy at birth for females (years),76.3,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2015,Population annual rate of increase (percent),0.2,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2015,Total fertility rate (children per women),1.5,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2015,"Infant mortality for both sexes (per 1,000 live births)",12,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2015,"Maternal mortality ratio (deaths per 100,000 population)",53,
480,Mauritius,2015,Life expectancy at birth for both sexes (years),74.1,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2015,Life expectancy at birth for males (years),70.7,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
480,Mauritius,2015,Life expectancy at birth for females (years),77.7,"Data refers to a 5-year period preceding the reference year.;Including Agalega, Rodrigues and Saint Brandon."
175,Mayotte,2005,Population annual rate of increase (percent),3.4,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2005,Total fertility rate (children per women),4.8,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2005,"Infant mortality for both sexes (per 1,000 live births)",7.6,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2005,Life expectancy at birth for both sexes (years),76.5,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2005,Life expectancy at birth for males (years),73,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2005,Life expectancy at birth for females (years),80.6,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2010,Population annual rate of increase (percent),3.2,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2010,Total fertility rate (children per women),4.6,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2010,"Infant mortality for both sexes (per 1,000 live births)",5.6,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2010,Life expectancy at birth for both sexes (years),78,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2010,Life expectancy at birth for males (years),74.5,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2010,Life expectancy at birth for females (years),81.9,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2015,Population annual rate of increase (percent),2.8,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2015,Total fertility rate (children per women),4.1,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2015,"Infant mortality for both sexes (per 1,000 live births)",4.2,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2015,Life expectancy at birth for both sexes (years),79.3,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2015,Life expectancy at birth for males (years),76,Data refers to a 5-year period preceding the reference year.
175,Mayotte,2015,Life expectancy at birth for females (years),82.9,Data refers to a 5-year period preceding the reference year.
484,Mexico,2005,Population annual rate of increase (percent),1.3,Data refers to a 5-year period preceding the reference year.
484,Mexico,2005,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
484,Mexico,2005,"Infant mortality for both sexes (per 1,000 live births)",20.5,Data refers to a 5-year period preceding the reference year.
484,Mexico,2005,"Maternal mortality ratio (deaths per 100,000 population)",54,
484,Mexico,2005,Life expectancy at birth for both sexes (years),74.9,Data refers to a 5-year period preceding the reference year.
484,Mexico,2005,Life expectancy at birth for males (years),72.4,Data refers to a 5-year period preceding the reference year.
484,Mexico,2005,Life expectancy at birth for females (years),77.4,Data refers to a 5-year period preceding the reference year.
484,Mexico,2010,Population annual rate of increase (percent),1.6,Data refers to a 5-year period preceding the reference year.
484,Mexico,2010,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
484,Mexico,2010,"Infant mortality for both sexes (per 1,000 live births)",19.9,Data refers to a 5-year period preceding the reference year.
484,Mexico,2010,"Maternal mortality ratio (deaths per 100,000 population)",45,
484,Mexico,2010,Life expectancy at birth for both sexes (years),75.7,Data refers to a 5-year period preceding the reference year.
484,Mexico,2010,Life expectancy at birth for males (years),73.3,Data refers to a 5-year period preceding the reference year.
484,Mexico,2010,Life expectancy at birth for females (years),78.1,Data refers to a 5-year period preceding the reference year.
484,Mexico,2015,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
484,Mexico,2015,Total fertility rate (children per women),2.3,Data refers to a 5-year period preceding the reference year.
484,Mexico,2015,"Infant mortality for both sexes (per 1,000 live births)",18.8,Data refers to a 5-year period preceding the reference year.
484,Mexico,2015,"Maternal mortality ratio (deaths per 100,000 population)",38,
484,Mexico,2015,Life expectancy at birth for both sexes (years),76.5,Data refers to a 5-year period preceding the reference year.
484,Mexico,2015,Life expectancy at birth for males (years),74,Data refers to a 5-year period preceding the reference year.
484,Mexico,2015,Life expectancy at birth for females (years),78.9,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2005,Population annual rate of increase (percent),-0.2,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2005,Total fertility rate (children per women),4.1,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2005,"Infant mortality for both sexes (per 1,000 live births)",37.9,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2005,"Maternal mortality ratio (deaths per 100,000 population)",134,
583,Micronesia (Fed. States of),2005,Life expectancy at birth for both sexes (years),67.6,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2005,Life expectancy at birth for males (years),66.9,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2005,Life expectancy at birth for females (years),68.2,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2010,Population annual rate of increase (percent),-0.5,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2010,Total fertility rate (children per women),3.6,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2010,"Infant mortality for both sexes (per 1,000 live births)",34.9,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2010,"Maternal mortality ratio (deaths per 100,000 population)",115,
583,Micronesia (Fed. States of),2010,Life expectancy at birth for both sexes (years),68.3,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2010,Life expectancy at birth for males (years),67.6,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2010,Life expectancy at birth for females (years),69.1,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2015,Population annual rate of increase (percent),0.2,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2015,Total fertility rate (children per women),3.3,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2015,"Infant mortality for both sexes (per 1,000 live births)",33.2,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2015,"Maternal mortality ratio (deaths per 100,000 population)",100,
583,Micronesia (Fed. States of),2015,Life expectancy at birth for both sexes (years),68.8,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2015,Life expectancy at birth for males (years),67.7,Data refers to a 5-year period preceding the reference year.
583,Micronesia (Fed. States of),2015,Life expectancy at birth for females (years),69.9,Data refers to a 5-year period preceding the reference year.
492,Monaco,2005,Population annual rate of increase (percent),1,Data refers to a 5-year period preceding the reference year.
